VSID,PSID,REZNR,PZNEZD,ZAEHLER,EINHEIT,FAKTOR,FAKTORKENNZEICHEN,BJAHR,DATENMODELL,BNR
8850202,82620B354A7B41908EA1,198088093,76453166,,St,2,XX,2022,3,S3HG00BL
8016699,66DCEAC5469FDC24672B,571926568,34280475,,St,2,XX,2021,3,M7DCFKCG
9724395,573640E173461D354C3C,728453532,35118226,,mg,1,XX,2019,3,YH7CQDEU
6470174,9290E4B383652B4EAAC9,774510189,38589835,,St,3,XX,2019,3,ZSKKFPV1
8657801,5954DC63CC80BE6E6D77,354079433,71250560,,St,3,XX,2021,3,24P1KOIY
8168679,6B38F3C07BB4666154F0,436806132,35346237,,St,2,XX,2023,3,HIJY3CV2
9903633,02772CC067744E4DE1A5,685895853,75394574,,St,2,XX,2021,3,A0R6M9SL
4265726,19AE08B1F1C5AF61BC2E,603137030,33722302,,mc,2,XX,2023,3,CA6TAOKE
8749909,897D778F2B41DD508380,821626531,37964051,,St,1,XX,2021,3,JANW3YU6
6593613,0B62894549283923F450,422882532,78998901,,St,2,XX,2022,3,022U2FEA
1797535,9797EA45B31AFE1B2104,900202241,39046154,,St,1,XX,2023,3,QWVB5904
3899048,D8CCABBE765AD80F7591,696730864,76636316,,St,2,XX,2021,3,1343CR36
6417698,482211E2C1E80851CB2E,406050620,78676080,2,St,2,XX,2021,3,5O2ENMGP
1797535,9797EA45B31AFE1B2104,312697280,79383558,,St,2,XX,2023,3,QWVB5904
4365070,BC63E4E81B664C4D7DE0,162410576,74625756,,St,1,XX,2022,3,P4GSNY3E
2954503,1DCC27B8166BA2B770A5,765494217,76537132,,St,3,XX,2023,3,H6893ZMP
7996557,D70B1D4EC4FC8DE08237,589024952,39472143,,St,1,XX,2022,3,BUC47HOR
7331503,2748E032F71555803995,334919244,75926010,,St,1,XX,2019,3,4G2CBQBQ
8303148,ADC699F6F1369AA17444,493936311,33734469,,St,1,XX,2021,3,7LZ4TG0F
8181708,B90E7494A837C457ED6E,307703196,71325137,,St,4,XX,2022,3,UV5FO0JD
2130963,85C0431F07F290B24050,994112834,33586983,,St,1,XX,2022,3,E87JP4JS
7724735,4DB9004776BBA01BBE9D,471714614,78457161,,St,2,XX,2021,3,R75FHWRS
6518882,CA7285EC7D19B212414A,579818417,76080414,,mg,3,XX,2021,3,PEAPHLQE
9369709,B71F3A91BC0B3D50B967,738818438,75510807,,mg,2,XX,2022,3,K94W4VNL
9401535,BC13B83CE325A14F735A,318428216,74432736,,St,2,XX,2022,3,ZJ7KSNN8
7275067,F46980D1895C37D8935F,774877614,33048665,,St,1,XX,2023,3,C15AX08W
7305740,40953EFF0DD734949A67,766249026,31567847,,St,2,XX,2022,3,R1Q7A96N
1285869,3612C7CB6D2EF7E0403C,346658065,72810335,,St,3,XX,2021,3,0P8BYBEW
3433248,23FEC02D28926B6EAC63,886875383,77593278,,St,4,XX,2021,3,8XW1DG39
8789027,367677B97821429865C8,989031655,31523846,2,St,2,XX,2022,3,8L2C064Z
1384260,A938DBFDA0537603F785,865070431,36998216,,St,1,XX,2019,3,79VR7GSF
1788041,D4C16F33A71B2BD17AC6,961654566,77211915,,St,2,XX,2021,3,IT5PUP6E
9002470,EBC0B30A39156E5C6BA9,566995099,77727532,,St,1,XX,2021,3,3DQ46RFK
5742288,DA1EFE06C5F55F61F125,132248456,74804255,,St,1,XX,2020,3,OB0XG6FG
5420561,C83A66D041AC68F9E638,220058020,37597969,,mg,4,XX,2022,3,IPUAFN26
2728738,1AB13AADA4D2E4E7330D,277559558,75035754,,St,1,XX,2021,3,R7DQ6DO6
6517756,7DBF1F771E8DB5D62944,384808205,38345498,,ml,1,XX,2022,3,OQV7ZMD2
1465651,F62E1934A35A7AD445DB,609174138,78807823,,mg,4,XX,2022,3,U0BV50J9
6182156,2331E07B81B39F40DE24,314496796,37404807,,St,1,XX,2023,3,RTJ428Z1
9059500,EB97630A0D4F05B66B55,501704099,33197962,,St,1,XX,2023,3,URFKMRGP
1841331,5624C0E7F4798F30BA4F,751323246,32032330,,mg,1,XX,2022,3,PZPXGE5D
1308831,07DC0E3B24FC6572CED9,130206073,71146257,,St,2,XX,2023,3,9CFPNAD9
6683102,E0500D2EA4D9CE8E9A08,222871529,37491063,,St,2,XX,2021,3,RHL1HK2S
4332148,78CA71F9A5D9E1CDB8F6,904251668,75396488,,St,1,XX,2022,3,QFZ12JY0
3648020,1653D2BABEC5DA5E4692,810105265,34400521,,mg,2,XX,2019,3,YON58RGU
6561576,4840A77C34AF1B9610C0,754228028,78189636,,ml,1,XX,2022,3,J5OY7ZK5
9091815,ED6AAABCC2F483BD143C,989878799,33822264,,St,1,XX,2021,3,SIRUTZV8
2827812,A21303A19EF2B87DD84E,992975594,35596861,,ml,3,XX,2023,3,CTTS7KN7
8831573,BB9C606B56436B09FCFB,483214363,37362098,,St,3,XX,2022,3,O4QZKD9A
7962042,DED48C0C1E3D508CE24F,847681694,75845186,,St,1,XX,2022,3,HEXZ9YWF
4721648,001C8F308DAFDD242396,738372795,71568581,,mg,1,XX,2022,3,UMQ3OYDD
8499833,B0AC059A3C7D01BE5CE0,626326631,33998992,,mg,3,XX,2021,3,9FN4U4IL
3732884,1AC6B4FD7344BBE15EC9,198770538,79641073,,ml,1,XX,2022,3,WVI47TK8
6735532,16AAEDD2BB586D4E8292,736232807,34459898,,St,2,XX,2020,3,8513EBVK
8942327,26194E0806588F6C3C12,168727734,71499881,,mg,1,XX,2022,3,1A4QGYJ9
4270182,FAD1ADE72E20D8876863,746167152,71158555,,St,1,XX,2019,3,R99Y66V4
7329640,3FD2EE1D11AA7F1198A2,290370074,73355413,,mg,3,XX,2022,3,S7JA8DU5
6264590,98291A0E5A1864427817,982090501,78406297,,mg,1,XX,2020,3,KPY4EW3G
8303148,ADC699F6F1369AA17444,252640397,31065369,,mg,2,XX,2021,3,7LZ4TG0F
2434373,35852CEDE314A052774F,830660681,75479602,,mg,3,XX,2023,3,DHLXXZA7
7291380,56C4F6A85A0F81B0DBA7,520747037,37959548,,mg,3,XX,2022,3,ZX470ME5
4862213,E2D0A886103605FF7DD9,614006818,38136039,,St,2,XX,2021,3,OBRRPUPQ
7550837,27ADFB1211E9B925AEE2,959004953,72613722,,St,1,XX,2023,3,DRMVR3JU
8949704,FD1948A1A61476AADC93,583181651,36390904,,mg,1,XX,2022,3,SQOW53JD
2362541,1C700667D781F930964B,915846009,36072426,,mg,1,XX,2023,3,0O2AFQB7
5449778,A008FD033D81543DE796,520633264,34263289,,St,1,XX,2021,3,HCNMHODY
6943620,DFCCE50F470E4AA0DFE1,247181893,34057343,,St,3,XX,2023,3,SROXES29
9227310,B4049525105D5F969E7A,843705426,75567571,,St,1,XX,2023,3,FI7793FV
8740998,CF2AB57BF44065559E70,246177018,73173329,,St,1,XX,2023,3,XOE2BTWT
9266820,B0B8F1BDC038599FAA66,281565193,78552762,,St,1,XX,2023,3,DROM8H7R
8054422,044603B788CB3A4110AA,882158830,31416567,,mg,1,XX,2021,3,H8WV5FQL
1798394,6A2FF56A5CC6B1133768,118333945,33341008,,St,1,XX,2023,3,C4QV1X7I
3815881,9E74BCB0C63CCD869C36,901828210,72835924,,mg,1,XX,2023,3,G6GLG4G2
3741293,161D2D8B51A69E219AD1,840768310,78556037,,St,3,XX,2021,3,JO21J2HM
4148686,BE593771C0374E3DE079,104842163,31453914,,St,1,XX,2019,3,VCOLP8WN
6556695,7BB658AA63316B3742C7,916250709,34204389,,St,1,XX,2023,3,FDPJSOSZ
7869855,E6E9C5A13A8D7225B2AC,255658131,71437222,,St,2,XX,2021,3,LX8N98IL
1614442,133B17A41C5CC162EE7B,580718627,33058367,,mg,1,XX,2021,3,ENHXF5WV
9113058,268E7802246F852BC303,810798194,37634723,,St,3,XX,2023,3,L61RBLR3
3576487,3322AC2D52FFDB2B718F,320469315,32001860,,St,1,XX,2021,3,F9YHPBFC
9005072,AADD27DF4D2950ABF8DE,757236686,73383601,,mg,1,XX,2019,3,BQG6J58K
5756461,43DFB19FD7489380B2DB,908593449,74508534,,St,1,XX,2022,3,4UMTZAMB
1377672,E9C9D3E821691FDEB2F9,390813611,35927598,,St,2,XX,2022,3,I2CAY6MI
8657801,5954DC63CC80BE6E6D77,354079433,75582544,,St,1,XX,2021,3,24P1KOIY
3326330,04B69995316ECC287785,201782617,31879067,,St,2,XX,2023,3,IMN7OP6B
8160160,69B6B5BB9C2B1AA99E9B,252313733,72887880,,mg,2,XX,2021,3,3SCHRQ62
4365070,BC63E4E81B664C4D7DE0,225655390,36443404,,mg,1,XX,2022,3,P4GSNY3E
7933872,512294AEC29DA76D515E,189526716,31050306,1,mg,1,XX,2022,3,H72SYNK7
1916151,FF4C7FE22057355CA62C,713166548,78532366,,mg,1,XX,2022,3,LCH8C0DR
7611947,EF95003C0752C6DD5D1A,970936773,39482536,,mg,1,XX,2023,3,LXD2XYUK
1122518,D2B555133925D9333545,178986303,76647868,,St,2,XX,2023,3,SRWGIQ04
2757638,B5EB81D4D9038E4BAD69,719974437,78398852,,mg,4,XX,2022,3,F655HKLV
6098749,80FA237E565A3924A444,495569505,77966923,,St,1,XX,2022,3,GPAYQUB9
6078121,385E0DF3B3C79F6E1F8E,269414805,31597495,,St,1,XX,2022,3,A20BY88T
1809163,11E29B581123E807D2B1,907974561,76233320,,St,2,XX,2022,3,FC05ZRXR
6264590,98291A0E5A1864427817,307113508,36413548,,St,2,XX,2020,3,KPY4EW3G
9708389,18123A3EE1DC116E8477,815563032,75550600,,mg,1,XX,2022,3,TWP0L7ZH
4844722,FB84CFB0AEFA881E9538,553584997,39141759,,St,2,XX,2023,3,ECWQUJPR
1116902,F81AF07DA8B4DE15EAD4,108121615,79029614,,St,2,XX,2022,3,UUVQOS4F
2598977,8BA0624E5A8DCD15A7A4,656755498,35754975,,mg,1,XX,2020,3,EZJFH0ZX
7552958,FE98F357400F055224D8,232423435,76397208,,St,2,XX,2022,3,M318BRAT
9685366,5482780134D7B30282CA,293577978,33008241,,mg,3,XX,2023,3,41AQN400
7822592,0667D4C32EAB93C7F753,631189675,72330236,,St,3,XX,2023,3,T4629TVN
1345343,234486366AA2A6102C6A,594197867,78620549,,St,2,XX,2021,3,A3OHBTLS
1597648,D7E480E72E5F4C2A739F,523343543,34983143,,St,3,XX,2023,3,BUY8CUHB
7684793,FD8788277A56134815F1,311108671,72370107,,mg,3,XX,2023,3,TOBF7RIN
1809163,11E29B581123E807D2B1,907974561,74125255,,mg,1,XX,2022,3,FC05ZRXR
7855324,194BE497753E43A3AEFE,955258809,37671001,,mg,1,XX,2021,3,2MDNMCZG
9029420,3F5449241948F0CC2F0D,478690047,73275885,,St,1,XX,2022,3,Q7KIUACB
7417856,75B6803D5539519D0B42,800073724,35066640,,mg,4,XX,2022,3,AB7M8OOT
4958978,B2DFAF7E15C6645D4781,671308122,35755349,,mg,2,XX,2023,3,HQDAX7AC
6850211,322B66089D01BE25B7DB,481157648,72239218,,St,1,XX,2021,3,UPR4EQ9I
3380560,5001A6F7C8271245EC95,960705729,77551633,,St,1,XX,2023,3,9YBOPPW4
8171372,8F976DE20E91E5490D00,639906071,31326236,,St,1,XX,2022,3,57OU96LN
3491419,1227370ED25753525978,452137507,32860493,,mg,3,XX,2023,3,DWXNB2TZ
5363079,48A3EE632334C50F6B22,628596296,77071918,,St,3,XX,2023,3,LDT6ID23
2261012,5A38A21390B18493BC7A,333555382,79764477,,St,3,XX,2021,3,T4VR7ZEP
7396571,F9008F7E524B6106FF4D,200789659,71225414,,mg,1,XX,2021,3,NORS6SWN
9005072,AADD27DF4D2950ABF8DE,757236686,34966198,,St,1,XX,2019,3,BQG6J58K
7751129,9BB4E85712CA2E3BB93C,222243097,36956438,2,St,2,XX,2021,3,IB28AGDM
8206851,C5B3ACC3556DC06587C6,760311752,36870795,,mg,1,XX,2022,3,CPUL3RF5
6561576,4840A77C34AF1B9610C0,754228028,79126295,,St,2,XX,2022,3,J5OY7ZK5
4522093,1C3EAAA7EA1BC2C86A58,706373664,79114753,,mg,4,XX,2022,3,XQIM0OHK
9685366,5482780134D7B30282CA,757474225,32285864,,mg,1,XX,2023,3,41AQN400
5742288,DA1EFE06C5F55F61F125,841917220,72924714,,St,1,XX,2020,3,OB0XG6FG
6839763,0EFA12378DBBFF88AEA6,392787406,36505230,,mg,3,XX,2022,3,EX9FZYLU
8236375,2D82D79F95D2D231AAE6,400469676,74787965,,St,1,XX,2021,3,DQT9SLTT
5466592,CE35C6B16AC3CB89214F,506519931,36535020,,mg,3,XX,2020,3,E0VLNOPL
8790665,56AE7360F0159C7FC72F,131143800,34122777,,St,2,XX,2021,3,HBHCQFO4
4263899,280C861CDC9EC2D85630,657528358,79031776,,mg,1,XX,2021,3,B0XL4266
5430253,51EB04732FF554BEAD9A,206386070,37990195,,St,1,XX,2023,3,AQDNLAWT
4909777,2B250A1660331DFCBD02,316672579,75602283,,mg,1,XX,2021,3,ZPT02RIZ
9281322,50173F27A2EB4E7DEB4C,572781381,36787493,,mg,2,XX,2021,3,F9QGZ6S1
8179989,AB9E004C3C69D2EE0E86,398235464,79439337,,St,2,XX,2023,3,BVUMYNVN
2136779,704816BAA24E75D5599C,519112290,35520479,,mg,2,XX,2023,3,45I22O0G
9289816,613B676D97442CDB2625,333327761,35041986,,mg,3,XX,2021,3,DQB5C2MZ
8942327,26194E0806588F6C3C12,994115035,71768850,,St,1,XX,2022,3,1A4QGYJ9
3860411,8E17FA9DCE2D9D14E691,248625061,32715770,,g,1,XX,2020,3,Q6OO1CUG
8683239,3DA1394A5FA5A528334D,228542790,72864589,,St,1,XX,2021,3,W76GDCOF
2728738,1AB13AADA4D2E4E7330D,277559558,37365752,,St,1,XX,2021,3,R7DQ6DO6
9281322,50173F27A2EB4E7DEB4C,572781381,35732977,,St,3,XX,2021,3,F9QGZ6S1
7471965,0F7F7DE9286BE31615D1,981202457,31718772,,mg,1,XX,2022,3,QQYC5Y7E
9672514,8B4E345DBAF0F0DE54F3,927892154,35179419,,St,1,XX,2022,3,MY5KI7CL
3121883,AC5E01535133E44A4ABD,720072959,78420587,,St,1,XX,2022,3,1XHBLIEW
1340626,0F81BE49017178EF25B2,303911788,31709204,,St,1,XX,2022,3,7BQREO8G
5160772,48231B8881247024C769,288824736,79434211,,St,2,XX,2021,3,L8V1QV6Q
7794508,63A52BAA94CA64F20FC9,426777835,73133690,,mc,1,XX,2021,3,JCKIXF1Z
1344722,C67DE984CE7373294D29,419084522,33643768,,St,2,XX,2022,3,B2LYCKHT
4365070,BC63E4E81B664C4D7DE0,225655390,76918500,,St,2,XX,2022,3,P4GSNY3E
6521785,40406180DDD1C1E61086,801326077,74791623,,St,2,XX,2022,3,Z65CAEDS
1700389,001B91BCE9032C6972AC,217432508,71439378,,mg,3,XX,2021,3,IEAMLC98
3433248,23FEC02D28926B6EAC63,886875383,79456072,,St,2,XX,2021,3,8XW1DG39
8160160,69B6B5BB9C2B1AA99E9B,297066633,33693575,,St,2,XX,2021,3,3SCHRQ62
7962042,DED48C0C1E3D508CE24F,436340828,31556532,,mg,2,XX,2022,3,HEXZ9YWF
2276278,7F558E4C3836AF05CD65,626272638,39636670,,mg,2,XX,2023,3,7W3AQNEA
9708389,18123A3EE1DC116E8477,815563032,73338084,,St,3,XX,2022,3,TWP0L7ZH
9133718,03BCB4C3372B085C75C9,743400402,37194660,,mg,4,XX,2022,3,KFOB723Y
9002470,EBC0B30A39156E5C6BA9,328666510,32912382,,St,3,XX,2021,3,3DQ46RFK
5908286,20C47D75CD092C74554F,692815849,78159394,,St,2,XX,2021,3,JPMH95DY
9630203,2DE4E4B94800E358AD17,829153293,32927033,,St,1,XX,2023,3,MHLJUR6X
5627368,B4647C0E63C7ECB0B2D4,736375956,39406203,,St,2,XX,2019,3,31V7OSYC
7275067,F46980D1895C37D8935F,637528737,77147330,,St,1,XX,2023,3,C15AX08W
6243181,41B4F416F56846BF233C,530354662,76870510,,mg,1,XX,2019,3,RWWYLEFD
8594334,D1C896D5CE8878999F67,752994237,34273813,,g,3,XX,2023,3,R99PUOSB
8179989,AB9E004C3C69D2EE0E86,398235464,74230485,,St,1,XX,2023,3,BVUMYNVN
6098749,80FA237E565A3924A444,495569505,79056675,1,mg,2,XX,2022,3,GPAYQUB9
7634637,48FC1CC19C1785768C8B,587126006,76756051,,mc,1,XX,2021,3,AMVJBKRH
4730478,9B8FAA55C139D913A79C,665201818,33500961,,St,3,XX,2019,3,K0NA0V3H
1099685,8E25DCB76E44D4524148,669431323,37636873,,mg,1,XX,2021,3,7L0UJI6T
1731804,271F2FC51A6DD6322BB4,962820598,34440010,,St,2,XX,2021,3,1PQBPAD5
8303242,599134CF2FBFCC0FEC6E,537309505,75116132,,St,3,XX,2021,3,X1GSZA5U
2245884,B7EB2D5ECE08C503A59C,821317627,35161793,,mg,1,XX,2022,3,ZRD1M1R6
2908091,E69370AF986AC04F0D54,598026008,35071846,,St,1,XX,2023,3,9DFFKZK3
2486394,87CF21211B295E59E3BB,397277669,79907828,,ml,4,XX,2020,3,7HBLA8JR
2598977,8BA0624E5A8DCD15A7A4,656755498,34279308,,mg,1,XX,2020,3,EZJFH0ZX
7734753,C88EA05E01161278F4C7,346276880,35544693,,ml,3,XX,2021,3,PPXB0S9U
2155402,E90D1CA496C7AA5EF2D8,455007667,38443134,,St,2,XX,2023,3,P3ZEB9WB
7106640,B47DCBD7CF761662814A,500335157,35372999,,St,3,XX,2019,3,TZAT9NK6
5627368,B4647C0E63C7ECB0B2D4,727964510,74945904,,St,2,XX,2019,3,31V7OSYC
4958959,4B324A7B715615278D7C,595153426,76757667,,St,2,XX,2022,3,TWU2KW3P
4368465,60CC53B1AF8914C2FB92,786649434,78808368,,mg,1,XX,2021,3,JV0NBKMT
3433248,23FEC02D28926B6EAC63,886875383,78403914,,mg,2,XX,2021,3,8XW1DG39
9699549,E2358266F19D58ACE517,368486993,77120459,,St,2,XX,2022,3,D65QRPSJ
1055618,7EF219991021CBA2EF70,473608977,75074944,,St,3,XX,2023,3,791Y5S7Z
7079851,5FA2ED8FE6938BCAFF79,185004134,32835101,,St,1,XX,2023,3,I0Q0H989
9002470,EBC0B30A39156E5C6BA9,566995099,31335561,,mg,1,XX,2021,3,3DQ46RFK
5845623,E8C5FAB562D55B9122CB,823093792,35625830,,St,2,XX,2019,3,56409MPI
8370520,5270DC8B2932BF08CE53,605624932,35810905,,St,1,XX,2021,3,NXCNT32A
6874790,D0DF2BC3BCCEBE3C3473,704378367,38866146,,St,2,XX,2021,3,7H1ROUEZ
6850211,322B66089D01BE25B7DB,448408075,38366719,,St,2,XX,2021,3,UPR4EQ9I
6973750,938DFAD53A3AE2057DE8,119119107,34389104,,St,4,XX,2021,3,IKSW3D1J
2291054,33ACCF421E017B33A1AF,640185777,35273952,,g,4,XX,2021,3,7UQ5KLP4
7412024,C877A3CF5A837AE67C03,720425316,38188510,,St,1,XX,2022,3,6XD0KIHX
1340626,0F81BE49017178EF25B2,572310970,34819705,,St,2,XX,2022,3,7BQREO8G
3493731,829814A7FBE5092BD972,570564220,78104399,,St,3,XX,2023,3,01297KYX
1674951,7CCC9402780D205FF07D,566567150,37265650,,St,2,XX,2023,3,5WL9SEOD
7962042,DED48C0C1E3D508CE24F,985151353,34445827,,St,2,XX,2022,3,HEXZ9YWF
5205104,ABB949E036030017378F,432633546,33208138,,St,2,XX,2023,3,X07MDWF1
1769575,BF5F53FF41D8BF7D4414,771976090,78414392,,mg,3,XX,2023,3,15TZSK05
5494479,4D7F9F32115BB62CE56D,773282818,38376580,,mg,1,XX,2022,3,5FT1ICB3
6777689,E6093266E179E720A34A,433104214,76298339,,mg,2,XX,2022,3,WE9TLCX8
3244966,027D7E831206F0C85475,340121613,31645322,,mg,1,XX,2020,3,KJNR58PX
6051159,36C39CE9BE274B6EE6D8,449314526,72303962,,St,1,XX,2023,3,Y5E5E57H
2626103,D0F69B1D5A1506313417,986107923,36686857,,St,1,XX,2022,3,PIE7A68D
2105777,DB66BA373B68A64796E9,904474865,38223151,2,mg,2,XX,2023,3,NUP5L019
3256949,EDF4B3D7AE554E0096A5,230824111,39373414,,St,1,XX,2023,3,AZ6NBVF1
8572207,BC4CD222F53437B7874C,665703120,31044118,,mg,1,XX,2022,3,1HU2JALA
5521842,AA6B9FDDD5A231D5DE6B,559215130,33794664,,mg,1,XX,2022,3,LVK4JJ8L
4506719,D804FE498E8932D22721,533288685,73430617,,mg,2,XX,2021,3,5EZHDMLO
3253107,7A6B6380343437D5EE79,868349082,33177252,,St,2,XX,2023,3,O5B5IJ1V
7718978,5CDC6933C9732809B5F8,584312967,73878149,,St,2,XX,2022,3,UIGRMV71
3741293,161D2D8B51A69E219AD1,840768310,71700874,,St,1,XX,2021,3,JO21J2HM
2930784,49E01BFF4CD13C5CCB4C,616000887,79375905,,St,4,XX,2023,3,8DP47S4A
3380560,5001A6F7C8271245EC95,960705729,79810871,,St,1,XX,2023,3,9YBOPPW4
9369869,3528A9A45DE6598E1186,795501383,34429628,2,mg,2,XX,2022,3,6YW0UDIL
1019050,74534A8F158D6ABB1065,943505734,37448596,,St,2,XX,2022,3,2QO8PYBQ
7275067,F46980D1895C37D8935F,774877614,79879461,,mg,1,XX,2023,3,C15AX08W
8135018,615A74345EE90926A097,188858919,39492612,,mc,1,XX,2022,3,0IPQN9GE
5430253,51EB04732FF554BEAD9A,206386070,79192682,,mg,1,XX,2023,3,AQDNLAWT
2908091,E69370AF986AC04F0D54,598026008,37060408,,ml,1,XX,2023,3,9DFFKZK3
9825258,6970877CD48FAFFA5B93,128924048,73166073,,mg,3,XX,2023,3,X1F942H2
7754156,6201051292C2BBF2FCDC,141497957,78273300,,St,2,XX,2021,3,RDJ53CCX
1614442,133B17A41C5CC162EE7B,580718627,31800914,,St,3,XX,2021,3,ENHXF5WV
5008797,63D2580A3D9A78B06FC2,787749566,35464131,,St,4,XX,2023,3,7V3KAH9N
6264590,98291A0E5A1864427817,307113508,73921880,,mg,4,XX,2020,3,KPY4EW3G
2024208,5A26BCFAC659A6540E3B,978430255,36322607,,St,2,XX,2023,3,6C4DDXLK
8850202,82620B354A7B41908EA1,198088093,31127407,,St,1,XX,2022,3,S3HG00BL
1320718,0B4E3A41C8AB5DA6E8A5,918242079,38771171,,St,4,XX,2021,3,PKJJTIBA
6574858,E3A95B334D7F42110FC7,504888401,31855397,,mg,1,XX,2021,3,5HI38D4H
4086440,C258A8AD01FABD6DD5C5,326225460,79228448,,St,2,XX,2022,3,UVNFFQ7L
3294954,58560349F473F7C9E68E,626091644,78523413,,St,3,XX,2021,3,1QZTIGCC
3450708,85EC7C37429705BE4312,729277627,34851890,,mg,1,XX,2023,3,R44CLP64
7291380,56C4F6A85A0F81B0DBA7,520747037,35604994,,St,1,XX,2022,3,ZX470ME5
2933517,B5D27FC433B413B91AB4,661058971,34376501,,ml,1,XX,2023,3,3Q8XSHJ5
6888641,150260B6840B6E880A07,189267032,35773458,,St,1,XX,2020,3,9KPYJHUF
5581912,474BCD5FFFEB4C002FC9,446037767,33337962,,St,2,XX,2021,3,T01E91X0
9505396,7041EFA66FF9733EDE36,141574061,77351296,,mg,2,XX,2022,3,28ZUSGFH
4826076,78BB7234BB391EC6B882,542248753,74704154,,St,2,XX,2023,3,19FSRE8P
8749909,897D778F2B41DD508380,348743224,72330786,,ml,1,XX,2021,3,JANW3YU6
1840447,693A98F0A9314973130F,900652587,79382634,,mg,1,XX,2021,3,JZMUSCAY
6617725,43CEE041C341004A1714,731937870,77463903,,St,3,XX,2021,3,MOJEOGVM
3543828,C563130346038294101D,338907704,38249353,,St,2,XX,2022,3,KZXIR2C7
1215420,B8E864786E43ADD59BC5,381125316,37514537,,St,4,XX,2020,3,3B0X4Q26
5854791,4FF4385962EDD9902FC1,135255505,34501233,,mg,3,XX,2022,3,DMIGFV3R
8032319,75A72A11993938360838,994907748,38146597,,mg,2,XX,2021,3,M8YGBEUV
2291054,33ACCF421E017B33A1AF,640185777,77773074,,mg,3,XX,2021,3,7UQ5KLP4
5742288,DA1EFE06C5F55F61F125,841917220,71329330,,mg,1,XX,2020,3,OB0XG6FG
1384260,A938DBFDA0537603F785,865070431,31798996,1,St,1,XX,2019,3,79VR7GSF
9450810,0006BC719BFAF3C1BD20,555359371,37243965,,mg,3,XX,2022,3,VR5HHDXF
5635610,E1A6A458FCCFBF5D16EF,981167788,79625250,,mg,2,XX,2019,3,AP83O1QB
2024208,5A26BCFAC659A6540E3B,978430255,36312388,,St,2,XX,2023,3,6C4DDXLK
7890009,AE6C882E0803E06021CA,956064853,79232036,,St,1,XX,2023,3,4NS0ME7X
8811504,BA072DB515B6EA82AAF7,115719793,35042667,1,St,4,XX,2019,3,9VQCSJJK
7360683,CCECA6B81CF31F79FF2A,236352557,76242417,,mg,1,XX,2021,3,1B0GZSDU
4228919,FF75091D4E485C348310,496973068,72249535,,St,1,XX,2022,3,DO04T0WA
8303148,ADC699F6F1369AA17444,252640397,75084338,,St,1,XX,2021,3,7LZ4TG0F
1748976,7CA1D88E1E54C50DEA38,778006378,34847994,,mg,2,XX,2022,3,985FK43F
8540106,0C507A8E2FF95C4D3099,549644720,77035313,,St,1,XX,2023,3,741RBLNV
9643540,2DF4321CF14887959CF6,444687918,39373967,,mg,1,XX,2021,3,K5KG9SJ1
2841795,F92D14406F866BBEE033,447737627,73194021,,mg,3,XX,2019,3,LDPTI481
8551156,8DC98D3B9B52B99CBDC4,989603914,76970921,,mg,1,XX,2022,3,FC3NPM89
9002470,EBC0B30A39156E5C6BA9,566995099,78137772,,St,1,XX,2021,3,3DQ46RFK
3491419,1227370ED25753525978,452137507,31622196,,mg,1,XX,2023,3,DWXNB2TZ
9227310,B4049525105D5F969E7A,708742318,33543114,1,St,1,XX,2023,3,FI7793FV
1841331,5624C0E7F4798F30BA4F,331474080,77971980,,mg,1,XX,2022,3,PZPXGE5D
3055806,D70126E9F51A9474965A,919061237,76572294,,mc,2,XX,2022,3,6RNKX329
3961133,F387288A70A4FF47D44F,397506618,72682702,1,St,3,XX,2020,3,F543EA39
4041294,C2953ABDE4D5B3E89E28,994246840,32222904,,mg,1,XX,2019,3,GADIG7QP
4518763,CC295D5432D5A9F92CE5,626662175,39529224,,St,2,XX,2020,3,FOO5WABB
3505197,AB277AAB5D3A8C79F1A3,163521216,38327698,,mg,1,XX,2023,3,CURETYTP
2130963,85C0431F07F290B24050,994112834,75632147,,St,3,XX,2022,3,E87JP4JS
2986755,7A193E823B44CF9FD32E,467968825,74361985,,St,1,XX,2023,3,YIK46QVO
9712029,6588FDEF38EC7B1C19D7,796158962,77470322,,St,2,XX,2023,3,LV7H9736
4730478,9B8FAA55C139D913A79C,665201818,33055845,,St,1,XX,2019,3,K0NA0V3H
8791524,D40E7329D1B90642878F,355413693,36103475,,St,2,XX,2022,3,I1G8SDN0
4519815,7866038949BA62BF66CC,285221390,77786123,,St,1,XX,2020,3,5R8RQMNW
9577163,297C69DE0E80FE8A718D,416697663,31699718,,St,1,XX,2021,3,AZODPJ0E
7400222,16A53DED570A73349FB8,674433697,36348040,,St,1,XX,2019,3,31N1W5W7
2862823,A5BA80AA560FA270A5CB,306701964,72144557,,mg,3,XX,2023,3,PLU6I788
2819932,2E69F10189F02854A462,113325931,76341211,,St,3,XX,2023,3,MIKRKOHF
4486620,86AA2AF0DE94D6D886B7,161608836,34518651,,St,1,XX,2023,3,P2RTUTHM
5774227,BC1C82EC8082B0E163F7,836389147,77902907,,St,1,XX,2023,3,C7IWVO0U
1391066,8B8653EED8CE708A8C89,656952023,34846520,,mg,3,XX,2023,3,L90AV21Z
4228919,FF75091D4E485C348310,827787499,32309563,,mg,2,XX,2022,3,DO04T0WA
